chunk_id,page_number,chunk_index,unit_number,unit_title,lesson_number,lesson_title,lesson_start_page,lesson_end_page,content_length,text_quality,content,source_file,content_category
语文三上.pdf_page_103_chunk_1,103,0,8,第7单元,,我有一个想法,103,104,446,"{'score': 0.9744394618834081, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",最近我一直在想，我们班能不能开辟一个植物角呢？我们 可以在植物角养花种草，或是种花生、种豆子，还可以根据季 节的变化更换不同的植物。我们可以轮流照看它们，给它们浇 水、施肥。这样既可以使班里的同学了解不同植物的特点，还 可以使大家亲近自然，为教室增添大自然的气息。 我发现爱玩手机的人特别多。上个月我们去给爷爷祝 寿，聚会的时候大家都在各自看手机，很少一起聊天。我爸 爸下班回家之后，也一直玩手机，我叫他他都不理我。 过于沉迷手机会影响与别人的交往，我们不应该总是玩 手机，应该用更多的时间关心身边的人。 我有一个想法 生活中有很多需要改进的问题。如果我们积极表达自己的想法， 提出改进建议和解决办法，就能使生活变得更加美好。如： 习 作 生活中有哪些问题引起了你的关注？你有什么想法？从自己发 现的或同学列举的问题中选择一个写一写。 写的时候，要把问题和你的想法写清楚。如果有改进建议和解 决办法，也可以写下来。 写好以后读给同学听，看看他是否明白你的想法，再问问他对 这个问题有什么看法。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_104_chunk_1,104,0,8,第7单元,,读一读,103,104,220,"{'score': 0.9581818181818182, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",读一读，想象句子描写的情形，然后照样子写句子。 它的声音小得 3 几乎听不见了。 王老师急得 3 直跺脚。 他跑得 3 像兔子一样快。 妈妈累得 语文园地 交流平台 词句段运用 读书时，我会画出写得好的语句，记录在 摘抄本上。 我喜欢归类摘抄。把描写同类事物的语句 分门别类地写下来，经常翻看，对我的习作很 有帮助。 摘抄时，遇到写得生动的语句，我会在旁 边写写感受，特别喜欢的我还会背下来。 我会在合适的地方给摘抄的内容注明出处。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_105_chunk_1,105,0,8,第7单元,,日积月累,105,110,200,"{'score': 0.9890000000000001, 'is_suitable': True, 'reason': '长度适中, 教育相关'}",日积月累 采莲曲 唐 王昌龄 荷叶罗 裙一色裁， 芙蓉向脸两边开。 乱入池中看不见， 闻歌始觉有人来。 书写提示 读下面的句子，注意加点的词语，说说你有什么发现。 小溪淙淙，流向河流 3 ；河流 3 潺潺，流向大海 3 ；大海 3 哗哗，汹 涌澎湃。 遥远的夜空有一个弯弯的月亮 3 ，弯弯 的月亮 3 下面是那弯弯的小桥 3 撇和捺写得舒展， 字形就优美。 我能接着往下说： 弯弯的小桥旁边,data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_106_chunk_1,106,0,8,第7单元,,美好的品质,105,110,56,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",美好的品质， 犹如温暖的阳光， 带给我们希望和力量。 学习带着问题默读，理解课文的意思。 学写一件简单的事。,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_107_chunk_1,107,0,8,第8单元,24,司马光,105,110,195,"{'score': 0.9771794871794872, 'is_suitable': True, 'reason': '长度适中, 教育相关'}",跟着老师朗读课文，注意词句间的停顿。背诵课文。 借助注释，用自己的话讲一讲这个故事。 这篇课文的语言和其他课文有什么不同？和同学交流。 注释 本文选自《宋史司马光传》。 〔庭〕庭院。 〔瓮〕口小肚大的陶器。 〔皆〕全，都。 〔光〕指司马光。 〔迸〕涌出。 群儿戏于庭 ，一儿登瓮 ，足跌 没水中。众皆 弃 去，光 持 石击瓮破 之，水迸 ，儿得活。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_108_chunk_1,108,0,8,第8单元,25,灰雀,105,110,367,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","本文作者是苏联的阿列克谢耶夫，译者李声权，选作课文时有改动。 灰 雀
有一年冬天，列宁 在郊外养病。他每天到公园散步。 公园里有一棵高大的白桦树，树上有三只灰雀：两只胸 是粉红的，一只胸脯是深红的。它们在树枝间来回跳动， 转地歌唱，非常惹 人喜爱。列宁每次走到白桦树下，都 要停下来，仰 望这三只欢快的灰雀，还经常给它们带来面 包渣 和谷粒。 一天，列宁又来到公园，走到白桦树下，发现那只胸 脯深红的灰雀不见了。他在周围的树林中找遍了，也没有 找到。 这时，列宁看见一个小男孩，就问：孩子，你看见过 一只深红色胸脯的灰雀吗？ 男孩说： 没我没看见。 列宁说： 一定是飞走了或 是冻死了。天气严寒，它 怕冷。 那个男孩本来想告诉列宁灰雀没有死，但又不敢讲。 列宁自言自语地说： 多好的灰雀呀，可惜 再也飞不回 来了。",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_109_chunk_1,109,0,8,第8单元,25,灰雀,105,110,302,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","男孩看看列宁，说： 会飞回来的，一定会飞回来的。 它还活着。 列宁问： 会飞回来？ 一定会飞回来！男孩肯定地说。 第二天，列宁来到白桦树下，果然又看到那只灰雀欢 蹦乱跳地在枝头歌唱。那个男孩站在白桦树旁，低着头。 列宁看看男孩，又看看灰雀，微笑着说： 你好！灰 雀，昨天你到哪儿去了？ 当然，灰雀没有告诉列宁昨天它去哪儿了。列宁也没 再问那个男孩，因为他已经知道，男孩是诚 实的。
冷惜肯 粉谷粒男或 分角色朗读课文，读出对话的语气。 默读课文，想一想：列宁和小男孩在对话的时候，他们各自心 里想的是什么？ 从哪里能看出列宁和小男孩喜爱灰雀？找出相关的语句读一读， 然后和同学交流。",data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_110_chunk_1,110,0,8,第8单元,26,手术台就是阵地,105,110,451,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","本文作者周而复，选作课文时有改动。 手术台就是阵地
1939年春，齐会战斗 打响了。气焰嚣 张的日军刚刚到 齐会一带就挨了当头一棒 ，被我军消灭了五百多人。 敌人不断反扑，战斗非常激烈。我军的伤员陆续从火 线上抬下来。在离火线不远的一座小庙 里，白求恩 夫正在 给伤员做手术。他已经两天两夜没休息了，眼球上布满了 血丝。突然，几发炮弹落在小庙前的空地上。硝 烟滚滚，弹 片纷飞，小庙被烟雾淹没了。白求恩仍然镇 定地站在手术台 旁。他接过助手递过来的镊 子，敏 地从伤员的腹 里取出 一块弹片，丢在盘子里。 敌机不断地在上空吼叫。炮弹不断地在周围爆炸。师 卫生部长匆匆赶来，对白求恩说：师长决定让您和一部分 伤员离开这里。白求恩沉思了一会儿，说：我同意撤 部分伤员。至于我个人，要和战士们在一起，不能离开。 部长恳 求说： 白求恩同志，这儿危险 ，让您离开这里，是 战斗形势 的需要哇！白求恩说：谢谢师长的关心。可是， 手术台是医生的阵地。战士们没有离开他们的阵地，我怎",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_111_chunk_1,111,0,,第8单元,26,手术台就是阵地,,,222,"{'score': 0.9603603603603604, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",么能离开自己的阵地呢？部长同志，请您转告师长，我是 一名八路军战士，不是你们的客人。白求恩低下头，继续 给伤员做手术。 一连几发炮弹落在小庙 的周围。庙的一角落下了许 多瓦 片。挂在门口的布帘 着了，火苗向手术台扑过 来。助手们赶忙把火扑灭。 担架队抬起做过手术的伤 员，迅 向后方转移。白求 恩仍然争分夺 地给伤员做 手术，做了一个又一个。 齐会战斗进行了三天三 夜，胜利结束了。白求恩大 夫在手术台旁，连续工作了 六十九个小时。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_112_chunk_1,112,0,,第8单元,26,手术台就是阵地,,,321,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",术斗焰刚烈离 匆险 默读课文，找出描写战斗激烈的内容，说说你对手术台就是 阵地这句话的理解。 读下面的句子，说说你是用什么方法理解加点词语的。 白求恩仍然 3 镇定地站在手术台旁。 部长恳 3 求 3 说： 白求恩同志，这儿危险，让您离开这里，是战 斗形势 的需要哇！ 白求恩仍然争分夺秒 3 地给伤员做手术，做了一个又一个。 读一读，再找出类似的语句，和同学交流白求恩给你留下了怎 样的印象。 他已经两天两夜没休息了，眼球上布满了血丝。 他接过助手递过来的镊 子，敏 地从伤员的腹腔里取出一块 弹片，丢在盘子里。 白求恩说：谢谢师长的关心。可是，手术台是医生的阵地。 战士们没有离开他们的阵地，我怎么能离开自己的阵地呢？,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_113_chunk_1,113,0,,第8单元,27,一个粗瓷 大碗 ,,,452,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","一个粗瓷 大碗 本文选自人民教育出版社《全日制十年制学校小学课本（试用本）语文第五册》，有改动。
中国人民革 命军事博物馆里，陈 列着一个粗瓷大碗， 是赵一曼 在东北抗日联 中担任团政 治委 员时用过的。这 个碗，赵一曼仅仅用过一次，但是抗联的老战士都能认出 来。因为这个碗有着一段令人感动的故事。 有一回，一场袭 击日寇 的战斗刚刚结束，小通讯 员给 赵一曼送来一个鼓鼓的挂包。打开一看，是个粗瓷大碗。 赵一曼吃饭用的搪 瓷缸 子早就送给一个新战士了，通讯员 一直想给她另找一个碗，好不容易在这次战斗中找到了， 就连忙给她送来。 赵一曼看着这个碗，对通讯员说： 哪里拿来的，请你 到哪里去！ 这这敌人都被消灭了，往哪里还啊！通讯 员为难地说。",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_114_chunk_1,114,0,,第8单元,27,一个粗瓷 大碗 ,,,392,"{'score': 0.9658163265306123, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",开饭了。通讯员用这个大碗给赵一曼盛了满满一碗高 米饭，他想： 这回我们政委该吃顿 饱饭了。 赵一曼一看，就知道是从病号灶 盛来的。那些日子非 常艰苦，抗联部队几个月来都是靠野菜、草根、橡子面充 。有时候乡亲们冒着危险给部队送来一点儿粮食，但得 留给伤病员吃。团长、政委和战士们一样，嘴边有几个月 没沾过粮食了。赵一曼看到这碗高粱米饭，不禁想起战士 们的艰苦生活，想起同志之间的友爱，想起通讯员对她的 关心 赵一曼端着碗轻轻走进炊 事棚，趁人不注意的时候， 把碗里的饭倒进锅里，又从另一口锅里盛了半碗野菜粥。 炊事员老李在旁边看得清楚，他没吭 声，眼里却含着 泪花。 第二天开饭的时候，赵一曼又没有碗了。小通讯员急 得直叫： 我说政委同志啊，给你一百个碗也架不住你这么 丢啊！ 赵一曼笑着说： 是啊，什么时候才能不丢碗呢？ 据后来侦 察，这个粗瓷大碗已经成了七班的菜盆了。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_115_chunk_1,115,0,,第8单元,,口语交际,,,306,"{'score': 0.966013071895425, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",请 教 有时候，我们会遇到一些不好解决的问题，不知道该怎么办。 如果你在生活中遇到类似的问题，自己不知道怎么解决，向别 人请教是个好办法。 和同学交流，向别人请教应该注意什么。如： 在别人方便的时候请教。 请教别人时，把需要解决的问题说清楚。 不管别人是否能帮你解决问题，都要向别人表示感谢。 把你遇到的问题提出来，向同学请教，听听他们有什么好的 建议。 有礼貌地向别人请教。 不清楚的地方及时追问。 邻居小辉借东西不及时归还。前些 天他把我的足球借走了，到现在都没有 还。提醒他吧，怕显得我小气；不提醒 的话，又担心他一直不还 我经常丢三落四，上课 了才发现忘带作业本，出去 春游又忘记带水,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_116_chunk_1,116,0,,第8单元,,习 作,,,210,"{'score': 0.9704761904761905, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",那次玩得真高兴 你平时喜欢玩什么？哪次玩得特别开心、印象特别深刻？ 回忆一下，你当时是怎么玩的？把你 玩的过程像放电影一样在脑海里回想一遍， 然后写下来。写的时候注意正确使用标点 符号。 写好以后大声读一读，看看你写的内容有没有表达出当时快乐 的心情。 和同学交流习作，跟他们分享你的快乐。如果有让同学看不明 白的地方，可以试着修改一下，让别人更明白。 可以看照片帮助回 忆，也可以跟当时和你 一起玩的人聊一聊。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_117_chunk_1,117,0,,第8单元,,语文园地,,,194,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",交流平台 默读的时候不要发出声音，也尽量不要用手 指着读，否则会影响阅读速度。 我默读时，会随时把不认识的字、不理解的 词语画出来，读完后再想办法弄清楚它们的意思。 默读时，带着问题边读边思考，能帮助我理 解内容。没读懂的地方我会标记出来，联系上下 文进一步思考，或者向别人请教。 识字加油站 眨眼 眼眶 怒目圆睁 目瞪口呆 耳闻目睹 你认识这些和目有关的字吗？,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_118_chunk_1,118,0,,第8单元,,日积月累,,,307,"{'score': 0.9900651465798047, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","读读想想，下面几个句子中加点的词语可以互相调换吗？选择 一个词语写一句话。 我军的伤员陆续 3 从火线上抬下来。 白求恩低下头，继续 3 给伤员做手术。 白求恩大夫在手术台旁，连续 3 工作了六十九个小时。 快过节了，妈妈准备去超市买下面的东西，请你帮她整理一份 购物清单。 鲫鱼 速冻饺子 头 橙子 毛毯 牙刷 菜板 饼干 充电器 垃圾桶 棉拖鞋 沐 浴液 衣架 词句段运用
日积月累 不迁怒，不贰过。 《论语》 爱人若 爱其身。 《墨子》 仁 者爱人，有礼者敬人。 《孟子》 与人善言，暖于布帛 ；伤人以言，深于矛 《荀子》 分类列出要买 的东西，购物时既 方便又不会遗漏。",data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_119_chunk_1,119,0,,第8单元,,识 字,,,134,"{'score': 0.8858208955223882, 'is_suitable': True, 'reason': '长度适中, 教育相关'}",识 字 表 识字表中蓝色的字是多音字，不计入生字总数。 10 咱 11 酪,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_120_chunk_1,120,0,,第8单元,,语文园地  ,,,177,"{'score': 0.8259887005649718, 'is_suitable': True, 'reason': '长度适中'}",语文园地 12 暴 13 萝 14 吗 语文园地 15 父 16 蒲 17 亦 18 饶 19 滨 20 兴 语文园地 21 妙 22 仅,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_121_chunk_1,121,0,,,,,,,85,"{'score': 0.8805882352941178, 'is_suitable': True, 'reason': '长度适中, 教育相关'}",23 黎 24 司 25 宁 26 斗 27 陈 语文园地 （共250个生字）,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_122_chunk_1,122,0,,,,写 字 表 ,,,236,"{'score': 0.9559322033898305, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",写 字 表 1 晨绒球汉艳服装扮静停孔雀粗 2 荒笛舞狂功罚假互所够猜扬臂 4 寒径斜霜赠盖菊残君橙送挑落 5 铺泥晶院墙印排列规则乱棕迟 6 盒颜料票争仙闻勾紧洞油曲丰 8 柴旧裙怜饿简蜡烛伸板富颗奶 10 旅咱偷救命拼扫胃管乎咬流泪 12 准备等暴睡壁砍蜘蛛漂撞饱晒 15 搭亲父啦响羽翠嘴悄吞哦捕 16 蒲英盛耍喊欠钓而察拢掌趣喜 17 断楚至孤帆饮初镜未磨遥银盘 18 优淡浅错岩挺刺鼓数厚宝贵业 19 滨灰飘渔遍躺载靠亚夏除踩洁 20 脑袋严实挡视线坛显材软刮库,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_123_chunk_1,123,0,,,,写 字 表 ,,,101,"{'score': 0.9425742574257426, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",21 妙演奏琴感受激击器滴敲鸣诉 22 读虾麻勇蚂蚁短栽梨寸柔摇册 23 朝雾蒙鼻抖露湿吸猎翅膀重 24 司庭登跌众弃持 25 郊养粉谷粒男或者冻冷惜肯诚 26 术斗焰刚烈离血仍取匆险 （共250个字）,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_124_chunk_1,124,0,,,,词 语 表 ,,,293,"{'score': 0.9290102389078498, 'is_suitable': True, 'reason': '长度适中'}",词 语 表 1 早晨 穿戴 鲜艳 服装 打扮 敬爱 国旗 敬礼 安静 树枝 好奇 孔雀 招引 粗壮 枝干 影子 2 阵雨 荒野 跳舞 狂欢 功课 放假 互相 狂风 急急忙忙 自然 能够 双臂 5 水泥 放晴 明朗 亮晶晶 金黄 雨珠 院墙 落叶 闪闪发光 尽头 平展 排列 规则 歌唱 迟到 6 清凉 留意 颜料 枫叶 邮票 果树 菊花 仙子 气味 香甜 香味 加紧 过冬 丰收 8 火柴 围裙 可怜 哪怕 暖和 简直 蜡烛 亮光 地板 烛光 温和 赶紧 痛苦 清晨 10 旅行 要好 咱们 草堆 作声 偷偷 答应 做梦 来得及 救命 拼命 大吃一惊 消化 当然 几乎 知觉 光亮 眼泪,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_125_chunk_1,125,0,,,,,,,328,"{'score': 0.9286585365853659, 'is_suitable': True, 'reason': '长度适中'}",12 变成 门板 准备 暴风雨 安心 睡觉 主人 墙壁 母鸡 注意 蜘蛛 漂亮 因此 15 母亲 外祖父 雨点 船夫 用力 船头 羽毛 翠绿 静悄悄 翠鸟 捕鱼 16 窗前 蒲公英 盛开 玩耍 一本正经 绒毛 假装 哈欠 钓鱼 观察 合拢 手掌 有趣 喜爱 18 位于 部分 风景 优美 物产 丰富 相互 交错 各种各样 成群结队 游动 堆积 宝贵 肥料 祖国 事业 19 海滨 街道 来来往往 渔民 遍地 远处 汽笛 船队 满载 银光闪闪 靠岸 初夏 散发 除了 整洁 20 东北 脑袋 严严实实 挡住 视线 花坛 显得 苍翠 飞舞 名贵 药材 雪花 巨大 宝库 21 美妙 音乐家 演奏 感受 激动 合奏 乐曲 充满 乐器 雨滴 滴答 所有 河流 轻快,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_126_chunk_1,126,0,,,,,,,196,"{'score': 0.926530612244898, 'is_suitable': True, 'reason': '长度适中'}",告诉 22 高远 万物 麻雀 蚂蚁 搬家 勇敢 精神 趣味 鲜美 如同 温柔 摇摆 倒影 无穷 无尽 乐趣 23 父亲 童年 雾蒙蒙 轻声 生怕 惊动 气息 总是 抖动 露水 呼吸 时刻 猎人 翅膀 沉重 25 郊外 养病 跳动 欢快 谷粒 男孩 或者 严寒 本来 可惜 肯定 诚实 26 手术台 阵地 战斗 打响 气焰 刚刚 不断 激烈 眼球 血丝 烟雾 仍然 取出 匆匆 离开 危险 转告,data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_128_chunk_1,128,0,,,,,,,476,"{'score': 0.9630252100840336, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",《义务教育教科书 语文》（一〜六年级）由教育部组织编写，北京大学中 文系温儒敏教授担任总主编。 王宁、张联荣、柳士镇、张健、翟京华、郑桂华、陈秀玲、武琼、陈萍等 专家对教科书的修改完善给予了悉心指导；金波、伍新春、李明新、张一清、 陆云、聂鸿飞等多次审阅教科书内容，提出了修改建议；在教育部的组织下， 广大一线优秀教师通读教科书，保证了教学的适切性；在试教试用过程中， 浙江省、山东省、湖南省等地教研部门及部分学校给予了大力支持，为教科书 质量的进一步提升提供了保障。 人民教育出版社承担了教科书的编辑出版工作，在组织编写、试教试用等 方面给予了全方位的协助。人民教育出版社小学语文室全体同仁始终是教科书 编写的中坚力量。周申、葛南、陈露茜、马琰芳为本书绘制插图，景绍宗为本 书封面绘制插图。对教科书的编写、出版提供过帮助的同仁和社会各界朋友还 有很多，在此一并表示诚挚的谢意。 教科书投入使用后，我们根据各方意见作了修订，真诚希望广大师生和家 长继续提出宝贵意见！ 联系方式 电 话：01058758622 电子邮箱： 后 记 编 者 2023年7月,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_130_chunk_1,130,0,,,,,,,27,"{'score': 0.6407407407407407, 'is_suitable': True, 'reason': '中文为主'}",三年级 上册 语文 绿色印刷产品 绿色印刷产品,data/textbooks/语文三上.pdf,其他
